date,description,debit,credit,balance,transaction_type,reference
24/02/2025,UPI GROCERY BIGBASKET,2581.44,0.0,124064.02,DEBIT,TXN000027
25/02/2025,UPI SWIGGY FOOD,805.55,0.0,123258.47,DEBIT,TXN000028
26/02/2025,UPI GROCERY BIGBASKET,3513.86,0.0,119744.61,DEBIT,TXN000029
27/02/2025,UPI RESTAURANT DINNER,969.44,0.0,118775.17,DEBIT,TXN000030
01/03/2025,SALARY CREDIT,0.0,77899.16,109425.16,CREDIT,TXN000031
02/03/2025,UPI SWIGGY FOOD,868.59,0.0,108556.57,DEBIT,TXN000032
05/03/2025,INTEREST CREDIT,0.0,635.1,109191.67,CREDIT,TXN000033
10/03/2025,CASHBACK CREDIT,0.0,323.79,109515.46,CREDIT,TXN000034
11/03/2025,INTEREST CREDIT,0.0,566.08,110081.54,CREDIT,TXN000035
12/03/2025,UBER RIDE,211.7,0.0,109869.84,DEBIT,TXN000036
15/03/2025,CASHBACK CREDIT,0.0,336.05,110205.89,CREDIT,TXN000037
18/03/2025,SALARY CREDIT,0.0,74353.56,184559.45,CREDIT,TXN000038
19/03/2025,UPI RESTAURANT DINNER,1704.28,0.0,182855.17,DEBIT,TXN000039
23/03/2025,INTEREST CREDIT,0.0,246.91,183102.08,CREDIT,TXN000040
25/03/2025,AMAZON SHOPPING ORDER,5132.09,0.0,177969.99,DEBIT,TXN000041
26/03/2025,INTERNET BILL PAYMENT,1579.23,0.0,176390.76,DEBIT,TXN000042
27/03/2025,CASHBACK CREDIT,0.0,279.75,176670.51,CREDIT,TXN000043
29/03/2025,INTERNET BILL PAYMENT,1736.22,0.0,174934.29,DEBIT,TXN000044
30/03/2025,NETFLIX SUBSCRIPTION,722.46,0.0,174211.83,DEBIT,TXN000045
01/04/2025,SALARY CREDIT,0.0,77073.44,102938.44,CREDIT,TXN000046
05/04/2025,UPI RESTAURANT DINNER,906.42,0.0,102032.02,DEBIT,TXN000047
08/04/2025,UBER RIDE,473.06,0.0,101558.96,DEBIT,TXN000048
11/04/2025,RENT PAYMENT,22311.03,0.0,79247.93,DEBIT,TXN000049
13/04/2025,BOOKMYSHOW MOVIE,212.04,0.0,79035.89,DEBIT,TXN000050
14/04/2025,NETFLIX SUBSCRIPTION,341.8,0.0,78694.09,DEBIT,TXN000051
16/04/2025,UBER RIDE,443.54,0.0,78250.55,DEBIT,TXN000052
18/04/2025,CASHBACK CREDIT,0.0,222.86,78473.41,CREDIT,TXN000053
19/04/2025,INTERNET BILL PAYMENT,1569.0,0.0,76904.41,DEBIT,TXN000054
20/04/2025,UPI RESTAURANT DINNER,1339.63,0.0,75564.78,DEBIT,TXN000055
22/04/2025,MOBILE BILL PAYMENT,819.32,0.0,74745.46,DEBIT,TXN000056
24/04/2025,SALARY CREDIT,0.0,50666.96,125412.42,CREDIT,TXN000057
25/04/2025,SALARY CREDIT,0.0,58940.88,184353.3,CREDIT,TXN000058
26/04/2025,INTERNET BILL PAYMENT,768.22,0.0,183585.08,DEBIT,TXN000059
27/04/2025,INTERNET BILL PAYMENT,899.77,0.0,182685.31,DEBIT,TXN000060
01/05/2025,SALARY CREDIT,0.0,63521.4,77991.4,CREDIT,TXN000061
02/05/2025,MOBILE BILL PAYMENT,1211.2,0.0,76780.2,DEBIT,TXN000062
03/05/2025,UPI SWIGGY FOOD,890.01,0.0,75890.19,DEBIT,TXN000063
04/05/2025,PHARMACY MEDICAL,1781.0,0.0,74109.19,DEBIT,TXN000064
05/05/2025,RENT PAYMENT,25573.18,0.0,48536.01,DEBIT,TXN000065
07/05/2025,CASHBACK CREDIT,0.0,248.56,48784.57,CREDIT,TXN000066
09/05/2025,UBER RIDE,298.02,0.0,48486.55,DEBIT,TXN000067
15/05/2025,CASHBACK CREDIT,0.0,270.72,48757.27,CREDIT,TXN000068
17/05/2025,ELECTRICITY BILL PAYMENT,1337.2,0.0,47420.07,DEBIT,TXN000069
19/05/2025,NETFLIX SUBSCRIPTION,750.63,0.0,46669.44,DEBIT,TXN000070
22/05/2025,UPI SWIGGY FOOD,873.33,0.0,45796.11,DEBIT,TXN000071
25/05/2025,UPI GROCERY BIGBASKET,1126.12,0.0,44669.99,DEBIT,TXN000072
29/05/2025,FUEL PAYMENT,1205.61,0.0,43464.38,DEBIT,TXN000073
30/05/2025,BOOKMYSHOW MOVIE,761.07,0.0,42703.31,DEBIT,TXN000074
31/05/2025,UPI SWIGGY FOOD,641.18,0.0,42062.13,DEBIT,TXN000075
01/06/2025,SALARY CREDIT,0.0,69091.7,94828.7,CREDIT,TXN000076
06/06/2025,PHARMACY MEDICAL,2074.68,0.0,92754.02,DEBIT,TXN000077
08/06/2025,AMAZON SHOPPING ORDER,5392.19,0.0,87361.83,DEBIT,TXN000078
09/06/2025,SALARY CREDIT,0.0,71655.91,159017.74,CREDIT,TXN000079
10/06/2025,UPI GROCERY BIGBASKET,3979.76,0.0,155037.98,DEBIT,TXN000080
11/06/2025,FREELANCE CREDIT,0.0,11281.96,166319.94,CREDIT,TXN000081
12/06/2025,FUEL PAYMENT,2129.65,0.0,164190.29,DEBIT,TXN000082
14/06/2025,PHARMACY MEDICAL,1525.25,0.0,162665.04,DEBIT,TXN000083
16/06/2025,FUEL PAYMENT,2163.81,0.0,160501.23,DEBIT,TXN000084
18/06/2025,SALARY CREDIT,0.0,89312.92,249814.15,CREDIT,TXN000085
20/06/2025,UPI RESTAURANT DINNER,1651.11,0.0,248163.04,DEBIT,TXN000086
23/06/2025,FREELANCE CREDIT,0.0,9629.92,257792.96,CREDIT,TXN000087
24/06/2025,RENT PAYMENT,19428.8,0.0,238364.16,DEBIT,TXN000088
27/06/2025,FUEL PAYMENT,1291.95,0.0,237072.21,DEBIT,TXN000089
28/06/2025,BOOKMYSHOW MOVIE,1106.32,0.0,235965.89,DEBIT,TXN000090
01/07/2025,SALARY CREDIT,0.0,54399.76,68063.76,CREDIT,TXN000091
02/07/2025,BOOKMYSHOW MOVIE,884.84,0.0,67178.92,DEBIT,TXN000092
03/07/2025,UPI SWIGGY FOOD,787.52,0.0,66391.4,DEBIT,TXN000093
06/07/2025,UPI GROCERY BIGBASKET,2318.3,0.0,64073.1,DEBIT,TXN000094
07/07/2025,ELECTRICITY BILL PAYMENT,3357.56,0.0,60715.54,DEBIT,TXN000095
10/07/2025,SALARY CREDIT,0.0,87552.68,148268.22,CREDIT,TXN000096
12/07/2025,UBER RIDE,520.16,0.0,147748.06,DEBIT,TXN000097
15/07/2025,NETFLIX SUBSCRIPTION,729.48,0.0,147018.58,DEBIT,TXN000098
16/07/2025,AMAZON SHOPPING ORDER,4134.86,0.0,142883.72,DEBIT,TXN000099
19/07/2025,FREELANCE CREDIT,0.0,19698.3,162582.02,CREDIT,TXN000100
22/07/2025,FREELANCE CREDIT,0.0,19984.08,182566.1,CREDIT,TXN000101
27/07/2025,RENT PAYMENT,25244.87,0.0,157321.23,DEBIT,TXN000102
28/07/2025,REFUND CREDIT,0.0,2446.26,159767.49,CREDIT,TXN000103
29/07/2025,FREELANCE CREDIT,0.0,9535.7,169303.19,CREDIT,TXN000104
31/07/2025,SALARY CREDIT,0.0,64831.84,234135.03,CREDIT,TXN000105
01/08/2025,SALARY CREDIT,0.0,74323.42,87591.42,CREDIT,TXN000106
02/08/2025,INTEREST CREDIT,0.0,306.11,87897.53,CREDIT,TXN000107
04/08/2025,ATM CASH WITHDRAWAL,5905.75,0.0,81991.78,DEBIT,TXN000108
08/08/2025,UPI SWIGGY FOOD,298.43,0.0,81693.35,DEBIT,TXN000109
09/08/2025,FREELANCE CREDIT,0.0,14870.03,96563.38,CREDIT,TXN000110
10/08/2025,SALARY CREDIT,0.0,52769.71,149333.09,CREDIT,TXN000111
11/08/2025,RENT PAYMENT,23864.28,0.0,125468.81,DEBIT,TXN000112
12/08/2025,NETFLIX SUBSCRIPTION,268.39,0.0,125200.42,DEBIT,TXN000113
13/08/2025,FREELANCE CREDIT,0.0,9330.28,134530.7,CREDIT,TXN000114
14/08/2025,UPI SWIGGY FOOD,573.55,0.0,133957.15,DEBIT,TXN000115
16/08/2025,FREELANCE CREDIT,0.0,11191.77,145148.92,CREDIT,TXN000116
25/08/2025,ATM CASH WITHDRAWAL,5603.85,0.0,139545.07,DEBIT,TXN000117
28/08/2025,ATM CASH WITHDRAWAL,5240.08,0.0,134304.99,DEBIT,TXN000118
30/08/2025,METRO CARD RECHARGE,707.12,0.0,133597.87,DEBIT,TXN000119
31/08/2025,ELECTRICITY BILL PAYMENT,2165.76,0.0,131432.11,DEBIT,TXN000120
01/09/2025,SALARY CREDIT,0.0,66414.72,88102.72,CREDIT,TXN000121
02/09/2025,MOBILE BILL PAYMENT,1106.18,0.0,86996.54,DEBIT,TXN000122
07/09/2025,ELECTRICITY BILL PAYMENT,2315.97,0.0,84680.57,DEBIT,TXN000123
08/09/2025,UBER RIDE,426.7,0.0,84253.87,DEBIT,TXN000124
11/09/2025,FREELANCE CREDIT,0.0,16200.46,100454.33,CREDIT,TXN000125
14/09/2025,ATM CASH WITHDRAWAL,4164.7,0.0,96289.63,DEBIT,TXN000126
15/09/2025,FUEL PAYMENT,3356.0,0.0,92933.63,DEBIT,TXN000127
19/09/2025,METRO CARD RECHARGE,424.64,0.0,92508.99,DEBIT,TXN000128
20/09/2025,UPI SWIGGY FOOD,251.43,0.0,92257.56,DEBIT,TXN000129
21/09/2025,CASHBACK CREDIT,0.0,304.92,92562.48,CREDIT,TXN000130
23/09/2025,MOBILE BILL PAYMENT,1196.52,0.0,91365.96,DEBIT,TXN000131
25/09/2025,RENT PAYMENT,22963.54,0.0,68402.42,DEBIT,TXN000132
26/09/2025,UBER RIDE,208.54,0.0,68193.88,DEBIT,TXN000133
27/09/2025,BOOKMYSHOW MOVIE,945.98,0.0,67247.9,DEBIT,TXN000134
28/09/2025,SALARY CREDIT,0.0,82250.5,149498.4,CREDIT,TXN000135
01/10/2025,SALARY CREDIT,0.0,56573.05,75743.05,CREDIT,TXN000136
03/10/2025,RENT PAYMENT,24920.2,0.0,50822.85,DEBIT,TXN000137
05/10/2025,BOOKMYSHOW MOVIE,738.83,0.0,50084.02,DEBIT,TXN000138
06/10/2025,REFUND CREDIT,0.0,1460.2,51544.22,CREDIT,TXN000139
09/10/2025,INTEREST CREDIT,0.0,525.88,52070.1,CREDIT,TXN000140
12/10/2025,ATM CASH WITHDRAWAL,2196.23,0.0,49873.87,DEBIT,TXN000141
16/10/2025,RENT PAYMENT,18857.28,0.0,31016.59,DEBIT,TXN000142
18/10/2025,ELECTRICITY BILL PAYMENT,3343.26,0.0,27673.33,DEBIT,TXN000143
19/10/2025,UPI GROCERY BIGBASKET,1663.16,0.0,26010.17,DEBIT,TXN000144
22/10/2025,RENT PAYMENT,18139.53,0.0,7870.64,DEBIT,TXN000145
24/10/2025,ELECTRICITY BILL PAYMENT,2502.27,0.0,5368.37,DEBIT,TXN000146
27/10/2025,UBER RIDE,619.73,0.0,4748.64,DEBIT,TXN000147
29/10/2025,PHARMACY MEDICAL,1388.95,0.0,3359.69,DEBIT,TXN000148
30/10/2025,FUEL PAYMENT,3141.97,0.0,217.72,DEBIT,TXN000149
31/10/2025,INTERNET BILL PAYMENT,607.08,0.0,-389.36,DEBIT,TXN000150
01/11/2025,SALARY CREDIT,0.0,59763.93,83289.93,CREDIT,TXN000151
09/11/2025,ELECTRICITY BILL PAYMENT,2805.3,0.0,80484.63,DEBIT,TXN000152
10/11/2025,FREELANCE CREDIT,0.0,19288.6,99773.23,CREDIT,TXN000153
14/11/2025,CASHBACK CREDIT,0.0,210.24,99983.47,CREDIT,TXN000154
15/11/2025,CASHBACK CREDIT,0.0,219.32,100202.79,CREDIT,TXN000155
17/11/2025,ATM CASH WITHDRAWAL,3143.06,0.0,97059.73,DEBIT,TXN000156
19/11/2025,FREELANCE CREDIT,0.0,5854.84,102914.57,CREDIT,TXN000157
21/11/2025,UBER RIDE,392.82,0.0,102521.75,DEBIT,TXN000158
22/11/2025,BOOKMYSHOW MOVIE,566.71,0.0,101955.04,DEBIT,TXN000159
23/11/2025,REFUND CREDIT,0.0,906.36,102861.4,CREDIT,TXN000160
25/11/2025,UPI SWIGGY FOOD,729.34,0.0,102132.06,DEBIT,TXN000161
26/11/2025,ELECTRICITY BILL PAYMENT,1738.13,0.0,100393.93,DEBIT,TXN000162
27/11/2025,ATM CASH WITHDRAWAL,1201.29,0.0,99192.64,DEBIT,TXN000163
28/11/2025,UBER RIDE,239.62,0.0,98953.02,DEBIT,TXN000164
29/11/2025,UPI GROCERY BIGBASKET,1687.2,0.0,97265.82,DEBIT,TXN000165
01/12/2025,SALARY CREDIT,0.0,69405.93,96922.93,CREDIT,TXN000166
05/12/2025,BOOKMYSHOW MOVIE,498.2,0.0,96424.73,DEBIT,TXN000167
07/12/2025,MOBILE BILL PAYMENT,755.99,0.0,95668.74,DEBIT,TXN000168
08/12/2025,UPI RESTAURANT DINNER,1249.33,0.0,94419.41,DEBIT,TXN000169
10/12/2025,FREELANCE CREDIT,0.0,6732.32,101151.73,CREDIT,TXN000170
11/12/2025,CASHBACK CREDIT,0.0,291.66,101443.39,CREDIT,TXN000171
13/12/2025,CASHBACK CREDIT,0.0,284.79,101728.18,CREDIT,TXN000172
16/12/2025,MOBILE BILL PAYMENT,994.37,0.0,100733.81,DEBIT,TXN000173
20/12/2025,ATM CASH WITHDRAWAL,2706.16,0.0,98027.65,DEBIT,TXN000174
21/12/2025,REFUND CREDIT,0.0,495.51,98523.16,CREDIT,TXN000175
22/12/2025,REFUND CREDIT,0.0,2180.46,100703.62,CREDIT,TXN000176
23/12/2025,RENT PAYMENT,21217.47,0.0,79486.15,DEBIT,TXN000177
24/12/2025,AMAZON SHOPPING ORDER,4431.41,0.0,75054.74,DEBIT,TXN000178
26/12/2025,INTERNET BILL PAYMENT,1157.85,0.0,73896.89,DEBIT,TXN000179
28/12/2025,CASHBACK CREDIT,0.0,130.52,74027.41,CREDIT,TXN000180
01/01/2026,SALARY CREDIT,0.0,73599.01,93643.01,CREDIT,TXN000181
02/01/2026,UBER RIDE,332.89,0.0,93310.12,DEBIT,TXN000182
04/01/2026,METRO CARD RECHARGE,1080.32,0.0,92229.8,DEBIT,TXN000183
09/01/2026,METRO CARD RECHARGE,755.79,0.0,91474.01,DEBIT,TXN000184
10/01/2026,UBER RIDE,171.37,0.0,91302.64,DEBIT,TXN000185
12/01/2026,REFUND CREDIT,0.0,1754.49,93057.13,CREDIT,TXN000186
14/01/2026,INTERNET BILL PAYMENT,1375.08,0.0,91682.05,DEBIT,TXN000187
16/01/2026,PHARMACY MEDICAL,283.62,0.0,91398.43,DEBIT,TXN000188
17/01/2026,MOBILE BILL PAYMENT,1021.61,0.0,90376.82,DEBIT,TXN000189
20/01/2026,AMAZON SHOPPING ORDER,2213.55,0.0,88163.27,DEBIT,TXN000190
21/01/2026,ELECTRICITY BILL PAYMENT,2221.21,0.0,85942.06,DEBIT,TXN000191
23/01/2026,INTEREST CREDIT,0.0,306.46,86248.52,CREDIT,TXN000192
24/01/2026,METRO CARD RECHARGE,451.4,0.0,85797.12,DEBIT,TXN000193
26/01/2026,UBER RIDE,309.33,0.0,85487.79,DEBIT,TXN000194
29/01/2026,FREELANCE CREDIT,0.0,8256.2,93743.99,CREDIT,TXN000195
01/02/2026,SALARY CREDIT,0.0,59188.99,87054.99,CREDIT,TXN000196
02/02/2026,METRO CARD RECHARGE,245.52,0.0,86809.47,DEBIT,TXN000197
05/02/2026,METRO CARD RECHARGE,897.42,0.0,85912.05,DEBIT,TXN000198
07/02/2026,FUEL PAYMENT,2758.38,0.0,83153.67,DEBIT,TXN000199
08/02/2026,UPI SWIGGY FOOD,610.36,0.0,82543.31,DEBIT,TXN000200
09/02/2026,INTERNET BILL PAYMENT,1008.85,0.0,81534.46,DEBIT,TXN000201
11/02/2026,INTEREST CREDIT,0.0,618.76,82153.22,CREDIT,TXN000202
13/02/2026,FUEL PAYMENT,696.03,0.0,81457.19,DEBIT,TXN000203
18/02/2026,AMAZON SHOPPING ORDER,3528.7,0.0,77928.49,DEBIT,TXN000204
19/02/2026,UPI GROCERY BIGBASKET,3576.77,0.0,74351.72,DEBIT,TXN000205
20/02/2026,SALARY CREDIT,0.0,91732.4,166084.12,CREDIT,TXN000206
21/02/2026,PHARMACY MEDICAL,1061.54,0.0,165022.58,DEBIT,TXN000207
24/02/2026,AMAZON SHOPPING ORDER,1489.72,0.0,163532.86,DEBIT,TXN000208
25/02/2026,INTERNET BILL PAYMENT,1690.21,0.0,161842.65,DEBIT,TXN000209
26/02/2026,AMAZON SHOPPING ORDER,5349.66,0.0,156492.99,DEBIT,TXN000210
01/03/2026,SALARY CREDIT,0.0,66784.37,88790.37,CREDIT,TXN000211
03/03/2026,MOBILE BILL PAYMENT,804.45,0.0,87985.92,DEBIT,TXN000212
04/03/2026,METRO CARD RECHARGE,232.64,0.0,87753.28,DEBIT,TXN000213
05/03/2026,METRO CARD RECHARGE,902.99,0.0,86850.29,DEBIT,TXN000214
07/03/2026,ATM CASH WITHDRAWAL,2167.12,0.0,84683.17,DEBIT,TXN000215
08/03/2026,PHARMACY MEDICAL,1468.86,0.0,83214.31,DEBIT,TXN000216
09/03/2026,BOOKMYSHOW MOVIE,381.78,0.0,82832.53,DEBIT,TXN000217
10/03/2026,UBER RIDE,508.58,0.0,82323.95,DEBIT,TXN000218
21/03/2026,FREELANCE CREDIT,0.0,6213.97,88537.92,CREDIT,TXN000219
22/03/2026,METRO CARD RECHARGE,795.04,0.0,87742.88,DEBIT,TXN000220
25/03/2026,INTEREST CREDIT,0.0,352.75,88095.63,CREDIT,TXN000221
26/03/2026,METRO CARD RECHARGE,899.73,0.0,87195.9,DEBIT,TXN000222
27/03/2026,CASHBACK CREDIT,0.0,211.99,87407.89,CREDIT,TXN000223
29/03/2026,AMAZON SHOPPING ORDER,551.3,0.0,86856.59,DEBIT,TXN000224
30/03/2026,ELECTRICITY BILL PAYMENT,2648.91,0.0,84207.68,DEBIT,TXN000225
01/04/2026,SALARY CREDIT,0.0,54374.5,67221.5,CREDIT,TXN000226
02/04/2026,AMAZON SHOPPING ORDER,2551.22,0.0,64670.28,DEBIT,TXN000227
03/04/2026,SALARY CREDIT,0.0,68680.46,133350.74,CREDIT,TXN000228
07/04/2026,ELECTRICITY BILL PAYMENT,2808.32,0.0,130542.42,DEBIT,TXN000229
10/04/2026,INTEREST CREDIT,0.0,338.17,130880.59,CREDIT,TXN000230
16/04/2026,ATM CASH WITHDRAWAL,5725.97,0.0,125154.62,DEBIT,TXN000231
17/04/2026,CASHBACK CREDIT,0.0,61.01,125215.63,CREDIT,TXN000232
18/04/2026,METRO CARD RECHARGE,523.27,0.0,124692.36,DEBIT,TXN000233
20/04/2026,REFUND CREDIT,0.0,2621.75,127314.11,CREDIT,TXN000234
23/04/2026,SALARY CREDIT,0.0,76937.06,204251.17,CREDIT,TXN000235
24/04/2026,MOBILE BILL PAYMENT,447.78,0.0,203803.39,DEBIT,TXN000236
27/04/2026,AMAZON SHOPPING ORDER,4170.04,0.0,199633.35,DEBIT,TXN000237
28/04/2026,PHARMACY MEDICAL,350.64,0.0,199282.71,DEBIT,TXN000238
29/04/2026,UPI GROCERY BIGBASKET,3961.32,0.0,195321.39,DEBIT,TXN000239
30/04/2026,RENT PAYMENT,20847.12,0.0,174474.27,DEBIT,TXN000240
01/05/2026,SALARY CREDIT,0.0,77301.82,90246.82,CREDIT,TXN000241
02/05/2026,FREELANCE CREDIT,0.0,13472.38,103719.2,CREDIT,TXN000242
04/05/2026,NETFLIX SUBSCRIPTION,622.25,0.0,103096.95,DEBIT,TXN000243
05/05/2026,INTERNET BILL PAYMENT,1776.29,0.0,101320.66,DEBIT,TXN000244
07/05/2026,NETFLIX SUBSCRIPTION,285.79,0.0,101034.87,DEBIT,TXN000245
09/05/2026,AMAZON SHOPPING ORDER,2916.62,0.0,98118.25,DEBIT,TXN000246
11/05/2026,SALARY CREDIT,0.0,60154.89,158273.14,CREDIT,TXN000247
15/05/2026,REFUND CREDIT,0.0,1151.65,159424.79,CREDIT,TXN000248
16/05/2026,INTEREST CREDIT,0.0,554.89,159979.68,CREDIT,TXN000249
19/05/2026,METRO CARD RECHARGE,1037.48,0.0,158942.2,DEBIT,TXN000250
21/05/2026,ATM CASH WITHDRAWAL,3448.2,0.0,155494.0,DEBIT,TXN000251
24/05/2026,NETFLIX SUBSCRIPTION,489.6,0.0,155004.4,DEBIT,TXN000252
25/05/2026,PHARMACY MEDICAL,1309.69,0.0,153694.71,DEBIT,TXN000253
27/05/2026,ELECTRICITY BILL PAYMENT,3287.04,0.0,150407.67,DEBIT,TXN000254
29/05/2026,FREELANCE CREDIT,0.0,14720.56,165128.23,CREDIT,TXN000255
01/06/2026,SALARY CREDIT,0.0,74256.34,93909.34,CREDIT,TXN000256
03/06/2026,REFUND CREDIT,0.0,479.19,94388.53,CREDIT,TXN000257
06/06/2026,SALARY CREDIT,0.0,79787.53,174176.06,CREDIT,TXN000258
12/06/2026,ATM CASH WITHDRAWAL,5849.78,0.0,168326.28,DEBIT,TXN000259
14/06/2026,PHARMACY MEDICAL,2139.95,0.0,166186.33,DEBIT,TXN000260
15/06/2026,RENT PAYMENT,19974.83,0.0,146211.5,DEBIT,TXN000261
17/06/2026,ELECTRICITY BILL PAYMENT,3245.62,0.0,142965.88,DEBIT,TXN000262
21/06/2026,REFUND CREDIT,0.0,2871.59,145837.47,CREDIT,TXN000263
22/06/2026,BOOKMYSHOW MOVIE,954.59,0.0,144882.88,DEBIT,TXN000264
24/06/2026,SALARY CREDIT,0.0,75168.22,220051.1,CREDIT,TXN000265
25/06/2026,ATM CASH WITHDRAWAL,5604.65,0.0,214446.45,DEBIT,TXN000266
26/06/2026,SALARY CREDIT,0.0,67094.74,281541.19,CREDIT,TXN000267
27/06/2026,ATM CASH WITHDRAWAL,4519.45,0.0,277021.74,DEBIT,TXN000268
28/06/2026,UPI GROCERY BIGBASKET,3190.2,0.0,273831.54,DEBIT,TXN000269
29/06/2026,SALARY CREDIT,0.0,62272.49,336104.03,CREDIT,TXN000270
01/07/2026,SALARY CREDIT,0.0,59627.56,73465.56,CREDIT,TXN000271
04/07/2026,AMAZON SHOPPING ORDER,1072.74,0.0,72392.82,DEBIT,TXN000272
06/07/2026,METRO CARD RECHARGE,659.57,0.0,71733.25,DEBIT,TXN000273
07/07/2026,BOOKMYSHOW MOVIE,1000.73,0.0,70732.52,DEBIT,TXN000274
09/07/2026,CASHBACK CREDIT,0.0,97.39,70829.91,CREDIT,TXN000275
13/07/2026,ELECTRICITY BILL PAYMENT,3570.36,0.0,67259.55,DEBIT,TXN000276
14/07/2026,MOBILE BILL PAYMENT,1020.28,0.0,66239.27,DEBIT,TXN000277
15/07/2026,METRO CARD RECHARGE,399.22,0.0,65840.05,DEBIT,TXN000278
18/07/2026,INTERNET BILL PAYMENT,727.98,0.0,65112.07,DEBIT,TXN000279
20/07/2026,ELECTRICITY BILL PAYMENT,2579.55,0.0,62532.52,DEBIT,TXN000280
22/07/2026,INTEREST CREDIT,0.0,131.63,62664.15,CREDIT,TXN000281
23/07/2026,REFUND CREDIT,0.0,968.55,63632.7,CREDIT,TXN000282
24/07/2026,ATM CASH WITHDRAWAL,4891.56,0.0,58741.14,DEBIT,TXN000283
28/07/2026,CASHBACK CREDIT,0.0,273.55,59014.69,CREDIT,TXN000284
30/07/2026,INTEREST CREDIT,0.0,531.14,59545.83,CREDIT,TXN000285
01/08/2026,SALARY CREDIT,0.0,67783.69,87323.69,CREDIT,TXN000286
03/08/2026,ELECTRICITY BILL PAYMENT,2957.66,0.0,84366.03,DEBIT,TXN000287
05/08/2026,METRO CARD RECHARGE,526.72,0.0,83839.31,DEBIT,TXN000288
06/08/2026,UBER RIDE,199.3,0.0,83640.01,DEBIT,TXN000289
08/08/2026,ELECTRICITY BILL PAYMENT,2474.05,0.0,81165.96,DEBIT,TXN000290
09/08/2026,FREELANCE CREDIT,0.0,9368.49,90534.45,CREDIT,TXN000291
10/08/2026,REFUND CREDIT,0.0,2908.68,93443.13,CREDIT,TXN000292
11/08/2026,FUEL PAYMENT,1516.15,0.0,91926.98,DEBIT,TXN000293
13/08/2026,UPI RESTAURANT DINNER,640.02,0.0,91286.96,DEBIT,TXN000294
16/08/2026,REFUND CREDIT,0.0,2908.36,94195.32,CREDIT,TXN000295
21/08/2026,INTEREST CREDIT,0.0,167.86,94363.18,CREDIT,TXN000296
22/08/2026,METRO CARD RECHARGE,736.57,0.0,93626.61,DEBIT,TXN000297
23/08/2026,ATM CASH WITHDRAWAL,4745.06,0.0,88881.55,DEBIT,TXN000298
24/08/2026,MOBILE BILL PAYMENT,1139.18,0.0,87742.37,DEBIT,TXN000299
25/08/2026,SALARY CREDIT,0.0,77692.81,165435.18,CREDIT,TXN000300
01/09/2026,SALARY CREDIT,0.0,52650.64,80099.64,CREDIT,TXN000301
03/09/2026,INTEREST CREDIT,0.0,647.84,80747.48,CREDIT,TXN000302
04/09/2026,UBER RIDE,652.36,0.0,80095.12,DEBIT,TXN000303
05/09/2026,INTERNET BILL PAYMENT,1045.21,0.0,79049.91,DEBIT,TXN000304
06/09/2026,CASHBACK CREDIT,0.0,175.74,79225.65,CREDIT,TXN000305
09/09/2026,FREELANCE CREDIT,0.0,20052.03,99277.68,CREDIT,TXN000306
